OBJECTID,Shape,nid_id,state_id,dam_name,alt_name,dam_type,longitude,latitude,no_structures,other_struct_id,county,town,river_stream,purposes,drinking_water,dam_type_dem,length_ft,ht_ft_est,ht_ft,struct_htft,hyd_htft,spill_wft,spill_htft,spill_max_dft,norm_storac_ft,max_storac_ft,norm_surf_areaac,drn_areasq_mi,sw_max_cfs,outmaxcfs,freshetcfs,hist_hazard,hist_source,hazard,hazard_source,comment,regulated,active,permit_authority,insp_authority,enforce_authority,size,ds_jurisdiction,state_regulatory_agency,fed_regulatory_agency,yr_modified,spill_type,outlet_gates,nearest_city_town,dist_to_city_town,non_fed_on_fed_prop,nrcs,state,fish_passage_modification,fishway_material,other_fish_passage_modification,type_of_removal,removed,regauth,owntype1,owntype2,owntype3,mgmtunit,locstatus,dam_status,dam_no,quad_no,town_no,sbas_no,rbas_no,mbas_no,year_removed,removed_ar,nid_recordid,dam_former_name,stateid,section,county_nid,river,distance,owner_name,owner_type,dam_designer,private_dam,dam_type_nid,core,foundation,purposes_nid,year_completed,year_modified,dam_length,dam_height,year_modified_1,hydraulic_height,nid_height,max_discharge,max_storage,normal_storage,nid_storage,surface_area,drainage_area,eap,inspection_date,inspection_frequency,state_reg_dam,state_reg_agency,spillway_type,spillway_width,outlet_gates_nid,volume,number_of_locks,length_of_locks,width_of_locks,fed_funding,fed_design,fed_construction,fed_regulatory,fed_inspection,fed_operation,fed_owner,fed_other,source_agency,submit_date,url_address,cong_name,party,cong_dist,otherstructureid,numseparatestructures,permittingauthority,inspectionauthority,enforcementauthority,jurisdictionaldam,eap_last_rev_date,dam_atlas_id
2764,"(-71.33735999999993, 41.929070000000024)",MA02387,,,,,-71.33735999999993,41.929070000000024,,,,Attleboro,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Non-Jurisdictional - Other,,Municipality,City of Attleboro,Water Department,Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2764
2765,"(-71.29131499999994, 41.949955000000045)",MA02388,,,,,-71.29131499999994,41.949955000000045,,,,Attleboro,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Attleboro,Water Department,Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2765
2766,"(-71.33576999999997, 41.93115300000005)",MA02389,,,,,-71.33576999999997,41.93115300000005,,,,Attleboro,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Non-Jurisdictional - Other,,Municipality,City of Attleboro,Water Department,Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2766
2767,"(-70.36211218999995, 41.64859320000005)",MA02390,,,,,-70.36211218999995,41.64859320000005,,,,Barnstable,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Non-Jurisdictional - Other,,Municipality,Town of Barnstable,Conservation Commission,Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2767
2768,"(-70.33488999999997, 41.660160000000076)",MA02391,,WEQUAQUET LAKE DAM,,,-70.33488999999997,41.660160000000076,,,,Barnstable,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of Barnstable,Department of Public Works,Verified,,,,,,,,,,31119.0,,,BARNSTABLE,,UNNAMED,0.0,"TOWN OF BARNSTABLE, DEPARTMENT OF PUBLIC WORKS",L,,,CN,X,U,R,,,32.0,7.0,,1.5,7.0,,2212.0,431.0,2212.0,1.0,3.82,NR,2015-09-02,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,William R. Keating (D),D,MA09,,0.0,Y,Y,Y,Y,,2768
2769,"(-70.41460999999998, 41.651440000000036)",MA02392,,MILL POND DAM,,,-70.41460999999998,41.651440000000036,,,,Barnstable,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of Barnstable,Department of Public Works,Verified,,,,,,,,,,31120.0,,,BARNSTABLE,,MARSTONS MILL RIVER. FORMERLY GOODSPEED RIVER.,0.0,"TOWN OF BARNSTABLE, DEPARTMENT OF PUBLIC WORKS",L,,,CNMS,X,U,R,,,52.5,7.0,,6.33,7.0,,22.8,18.7,22.8,5.9,8.48,NR,2015-09-02,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,William R. Keating (D),D,MA09,,0.0,Y,Y,Y,Y,,2769
2770,"(-70.37708899999996, 41.65740400000004)",MA02393,,LUMBERT POND DAM,,,-70.37708899999996,41.65740400000004,,,,Barnstable,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,31121.0,,,BARNSTABLE,,,0.0,UNKNOWN,P,,,,X,U,,,,,7.25,,3.25,7.25,,38.5,15.7,38.5,,,NR,2018-06-20,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,William R. Keating (D),D,MA09,,0.0,Y,Y,Y,Y,,2770
2771,"(-70.60522555999995, 41.696820950000074)",MA02394,,,,,-70.60522555999995,41.696820950000074,,,,Bourne,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Non-Jurisdictional - Other,,Municipality,Town of Bourne,Board of Selectmen,Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2771
2772,"(-70.56253999999996, 41.77616000000006)",MA02395,,MILL POND DAM,,,-70.56253999999996,41.77616000000006,,,,Bourne,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of Bourne,Bourne Natural Resources,Verified,,,,,,,,,,31122.0,,,BOURNE,,BACK RIVER,0.0,"TOWN OF BOURNE, BOURNE NATURAL RESOURCES",L,,,REST,X,U,R,,,100.0,13.0,,11.0,13.0,,23.0,15.0,23.0,2.83,6.95,NR,2016-06-20,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,William R. Keating (D),D,MA09,,0.0,Y,Y,Y,Y,,2772
2773,"(-71.01902642999994, 42.191790010000034)",MA02397,,,,,-71.01902642999994,42.191790010000034,,,,Braintree,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Political Subdivision,Tri-Town Water Board,,Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2773
2774,"(-70.95280408999997, 41.98392482000003)",MA02398,,SOUTH BROOK DAM,,,-70.95280408999997,41.98392482000003,,,,Bridgewater,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of Bridgewater,Board of Selectmen,Verified,,,,,,,,,,31123.0,,,BRIDGEWATER,,SOUTH BROOK,0.0,"TOWN OF BRIDGEWATER, BOARD OF SELECTMEN",L,,,RE,X,U,R,,,225.0,8.95,,5.7,8.95,,42.0,13.0,42.0,6.4,2.15,NR,2012-11-14,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Stephen F. Lynch (D),D,MA08,,0.0,Y,Y,Y,Y,,2774
2775,"(-71.02345885999995, 42.10845073000007)",MA02399,,,,,-71.02345885999995,42.10845073000007,,,,Brockton,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Non-Jurisdictional - Other,,Municipality,City of Brockton,Office of the Mayor,Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2775
2776,"(-71.04386530999994, 42.091073390000076)",MA02400,,ELLIS BRETT POND DAM,,,-71.04386530999994,42.091073390000076,,,,Brockton,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Brockton,Office of the Mayor,Verified,,,,,,,,,,31124.0,,,BROCKTON,,SALISBURY BROOK,0.0,"CITY OF BROCKTON, OFFICE OF THE MAYOR",L,,,PGRE,X,U,R,,,200.0,10.5,,,10.5,,32.0,8.1,32.0,1.6,6.0,Y,2017-07-01,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Stephen F. Lynch (D),D,MA08,,0.0,Y,Y,Y,Y,09-SEP-09,2776
2777,"(-71.04129246999997, 42.08996320000006)",MA02401,,CROSS POND DAM,,,-71.04129246999997,42.08996320000006,,,,Brockton,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Brockton,Office of the Mayor,Verified,,,,,,,,,,31125.0,,,BROCKTON,,SALISBURY BROOK,0.0,"CITY OF BROCKTON, OFFICE OF THE MAYOR",L,,,RE,X,U,R,,,135.0,7.0,,4.5,7.0,,9.0,2.9,9.0,1.2,6.38,NR,2017-02-08,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Stephen F. Lynch (D),D,MA08,,0.0,Y,Y,Y,Y,26-FEB-07,2777
2778,"(-71.04845399999994, 41.646044000000074)",MA02402,,LAKE NOQUOCHOKE UPPER DAM,,,-71.04845399999994,41.646044000000074,,,,Dartmouth,,,,,,,,,,,,,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Fall River,Department of Water Treatment & Resources,Verified,,,,,,,,,,31126.0,,,DARTMOUTH,,WESTPORT RIVER,0.0,"CITY OF FALL RIVER, DEPT. OF COMMUNITY UTILITIES",L,,,PGRE,X,U,CS,,,370.0,8.0,,8.0,8.0,,630.0,450.0,630.0,,20.0,NR,2011-04-14,10.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,William R. Keating (D),D,MA09,,0.0,Y,Y,Y,Y,,2778
2779,"(-71.00431299999997, 41.57109000000003)",MA02403,,RUSSELLS MILL POND DAM,,,-71.00431299999997,41.57109000000003,,,,Dartmouth,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of Dartmouth,Board of Selectmen,Verified,,,,,,,,,,31127.0,,,DARTMOUTH,,PASKAMANSET RIVER,0.0,"TOWN OF DARTMOUTH, BOARD OF SELECTMEN",L,,,RE,X,U,R,,,200.0,8.0,,6.0,8.0,,23.0,16.0,23.0,3.15,28.5,NR,2012-09-30,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,William R. Keating (D),D,MA09,,0.0,Y,Y,Y,Y,,2779
2780,"(-70.68086119999998, 42.04454660000005)",MA02404,,,,,-70.68086119999998,42.04454660000005,,,,Duxbury,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Non-Jurisdictional - Other,,Municipality,Town of Duxbury,Department of Public Works,NOT Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2780
2781,"(-70.72628837999997, 42.04447479000004)",MA02405,,,,,-70.72628837999997,42.04447479000004,,,,Duxbury,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Non-Jurisdictional - Other,,Municipality,Town of Duxbury,Department of Public Works,NOT Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2781
2782,"(-70.72767199999998, 42.07525500000003)",MA02406,,,,,-70.72767199999998,42.07525500000003,,,,Duxbury,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of Duxbury,Department of Public Works,Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2782
2783,"(-71.11610317999998, 42.07744040000006)",MA02407,,LONG POND DAM,,,-71.11610317999998,42.07744040000006,,,,Easton,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of Easton,Board of Selectmen,Verified,,,,,,,,,,31128.0,,,EASTON,,QUESET BROOK,0.0,"TOWN OF EASTON, BOARD OF SELECTMEN",L,,,RE,X,U,R,,,900.0,12.0,,11.0,12.0,,830.0,413.0,830.0,94.7,2.54,NR,2017-05-31,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,C,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Joseph P. Kennedy III (D),D,MA04,,0.0,Y,Y,Y,Y,,2783
2784,"(-71.11307711999996, 42.07176386000003)",MA02408,,,,,-71.11307711999996,42.07176386000003,,,,Easton,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Non-Jurisdictional - Other,,Municipality,Town of Easton,Board of Selectmen,NOT Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2784
2785,"(-71.12393612999995, 42.00562828000005)",MA02409,,,,,-71.12393612999995,42.00562828000005,,,,Easton,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Non-Jurisdictional - Other,,Municipality,Town of Easton,Board of Selectmen,NOT Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2785
2786,"(-71.11884550999997, 41.68094656000005)",MA02410,,NORTH WATUPPA POND DAM,,,-71.11884550999997,41.68094656000005,,,,Fall River,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Fall River,Department of Water Treatment & Resources,Verified,,,,,,,,,,31129.0,,,FALL RIVER,,TRIBUTARY OF SOUTH WATUPPA POND/QUEQUECHAN RIVER,0.0,"CITY OF FALL RIVER, DEPT. OF COMMUNITY UTILITIES",L,,,PGRE,X,U,S,,,700.0,11.0,,11.0,11.0,,12625.0,2717.0,12625.0,1750.0,11.2,Y,2016-03-09,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,William R. Keating (D),D,MA09,,0.0,Y,Y,Y,Y,01-NOV-13,2786
2787,"(-71.04130299999997, 41.69997500000005)",MA02411,,COPICUT RESERVOIR DAM,,,-71.04130299999997,41.69997500000005,,,,Fall River,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Fall River,Department of Water Treatment & Resources,Verified,,,,,,,,,,31130.0,,,FALL RIVER,,COPICUT RIVER,0.0,"CITY OF FALL RIVER, DEPT. OF COMMUNITY UTILITIES",L,,,RE,X,U,S,,,3500.0,39.5,,33.0,39.5,,12600.0,8000.0,12600.0,600.0,6.6,Y,2017-06-30,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,William R. Keating (D),D,MA09,,0.0,Y,Y,Y,Y,18-SEP-13,2787
2788,"(-70.61687999999998, 41.55368000000004)",MA02413,,,,,-70.61687999999998,41.55368000000004,,,,Falmouth,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of Falmouth,Board of Selectmen,Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2788
2789,"(-71.21172099999995, 42.079394000000036)",MA02414,,GAVINS POND DAM,,,-71.21172099999995,42.079394000000036,,,,Foxborough,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of Foxborough,Board of Selectmen,Verified,,,,,,,,,,31131.0,,,FOXBOROUGH,,RUMFORD RIVER,0.0,"TOWN OF FOXBOROUGH, BOARD OF SELECTMEN",L,,,RE,X,U,S,,,270.0,8.5,,8.5,8.5,,200.0,110.0,200.0,18.0,3.83,NR,2016-06-15,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Joseph P. Kennedy III (D),D,MA04,,0.0,Y,Y,Y,Y,,2789
2790,"(-71.19719899999996, 42.05144800000005)",MA02415,,BEAUMONT POND DAM,,,-71.19719899999996,42.05144800000005,,,,Foxborough,,,,,,,,,,,,,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,31132.0,,,FOXBOROUGH,,CANOE RIVER,0.0,BEAUMONT POND HOMEOWNERS ASSOC. INC,P,,,RE,X,U,R,,,300.0,11.0,,9.0,11.0,,225.0,125.0,225.0,24.0,3.1,NR,2015-10-08,10.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Joseph P. Kennedy III (D),D,MA04,,0.0,Y,Y,Y,Y,,2790
2791,"(-71.27542099999994, 42.06893100000008)",MA02416,,,,,-71.27542099999994,42.06893100000008,,,,Foxborough,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of Foxborough,Board of Selectmen,Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2791
2792,"(-71.27634199999994, 42.06908800000008)",MA02417,,,,,-71.27634199999994,42.06908800000008,,,,Foxborough,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of Foxborough,Board of Selectmen,Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2792
2793,"(-71.21387399999998, 42.04597000000007)",MA02418,,GLUE FACTORY POND WEST DAM,,,-71.21387399999998,42.04597000000007,,,,Foxborough,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of Foxborough,Board of Selectmen,Verified,,,,,,,,,,31133.0,,,FOXBOROUGH,,RUMFORD RIVER,0.0,SUMMIT CASTING CORP.,P,,,CNRE,X,U,R,,,200.0,10.0,,7.0,10.0,,45.0,35.0,45.0,7.9,6.29,NR,2016-06-15,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Joseph P. Kennedy III (D),D,MA04,,0.0,Y,Y,Y,Y,,2793
2794,"(-71.27495999999996, 42.03831500000007)",MA02419,,WEST STREET DAM,,,-71.27495999999996,42.03831500000007,,,,Foxborough,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of Foxborough,Board of Selectmen,Verified,,,,,,,,,,31134.0,,,FOXBOROUGH,,COCASSET RIVER,0.0,"TOWN OF FOXBOROUGH, DEPARTMENT OF PUBLIC WORKS",L,,,RE,X,U,R,,,240.0,12.0,,8.0,12.0,,26.0,15.0,26.0,5.02,4.7,NR,2018-03-27,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Joseph P. Kennedy III (D),D,MA04,,0.0,Y,Y,Y,Y,,2794
2795,"(-71.21112843999998, 42.046107060000054)",MA02420,,,,,-71.21112843999998,42.046107060000054,,,,Foxborough,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Non-Jurisdictional - Other,,Municipality,Town of Foxborough,Board of Selectmen,NOT Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2795
2796,"(-71.08597299999997, 41.780970000000025)",MA02421,,,,,-71.08597299999997,41.780970000000025,,,,Freetown,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Fall River,Department of Water Treatment & Resources,Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2796
2797,"(-70.86938299999997, 42.01350400000007)",MA02422,,,,,-70.86938299999997,42.01350400000007,,,,Halifax,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Brockton,Office of the Mayor,Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2797
2798,"(-70.12191999999999, 41.68208000000004)",MA02423,,NORTH HARWICH RESERVOIR DAM,,,-70.12191999999999,41.68208000000004,,,,Harwich,,,,,,,,,,,,,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of Harwich,Board of Selectmen,Verified,,,,,,,,,,31135.0,,,HARWICH,,,0.0,"TOWN OF HARWICH, BOARD OF SELECTMEN",L,,,CN,X,U,I,,,,7.6,,6.2,7.6,,216.0,180.0,216.0,0.11,2.25,NR,2009-08-25,10.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,William R. Keating (D),D,MA09,,0.0,Y,Y,Y,Y,,2798
2799,"(-70.11986737999996, 41.69085847000008)",MA02424,,,,,-70.11986737999996,41.69085847000008,,,,Harwich,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Non-Jurisdictional - Other,,Municipality,Town of Harwich,Board of Selectmen,NOT Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2799
2800,"(-70.09470347999996, 41.71198060000006)",MA02425,,,,,-70.09470347999996,41.71198060000006,,,,Harwich,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Non-Jurisdictional - Other,,Municipality,Town of Harwich,Board of Selectmen,NOT Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800
2801,"(-70.86087138999994, 42.246975630000065)",MA02426,,,,,-70.86087138999994,42.246975630000065,,,,Hingham,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of Hingham,Board of Selectmen,Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2801
2802,"(-70.84497655999996, 42.24439359000007)",MA02427,,,,,-70.84497655999996,42.24439359000007,,,,Hingham,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Non-Jurisdictional - Other,,Municipality,Town of Hingham,Office of the Treasurer-Collector,NOT Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2802
2803,"(-70.74639485999995, 41.98244468000007)",MA02428,,,,,-70.74639485999995,41.98244468000007,,,,Kingston,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Non-Jurisdictional - Other,,Municipality,Town of Kingston,Board of Selectmen,NOT Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2803
2804,"(-73.22952365999998, 42.32382787000006)",MA02429,,,,,-73.22952365999998,42.32382787000006,,,,Lee,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Non-Jurisdictional - Other,,Municipality,Town of Lee,Board of Selectmen,NOT Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2804
2805,"(-73.22790944999997, 42.32345144000004)",MA02430,,,,,-73.22790944999997,42.32345144000004,,,,Lee,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Non-Jurisdictional - Other,,Municipality,Town of Lee,Board of Selectmen,NOT Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2805
2806,"(-71.19669599999997, 42.04890400000005)",MA02431,,MAPLE STREET DAM,,,-71.19669599999997,42.04890400000005,,,,Mansfield,,,,,,,,,,,,,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of Mansfield,Town Engineer,Verified,,,,,,,,,,31136.0,,,MANSFIELD,,CANOE RIVER,0.0,"TOWN OF MANSFIELD, TOWN ENGINEER",L,,,RE,X,U,R,,,30.0,21.0,,8.5,21.0,,160.0,10.0,160.0,2.0,4.24,NR,2017-06-07,10.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Joseph P. Kennedy III (D),D,MA04,,0.0,Y,Y,Y,Y,,2806
